label,text
ham,"Cho mình hỏi, bạn có laptop không? Mình cần chuẩn bị thi."
spam,CẢNH BÁO: Ngân hàng của bạn có dấu hiệu bất thường. Kiểm tra: vn.claim-prize.net
ham,Hôm nay 2 giờ chiều mình học bài nhé. Gặp ở văn phòng.
spam,KHUYẾN MÃI: thời trang giảm 75%. Áp dụng mã SALE100!
ham,"Hôm nay se lạnh, mình đi học bài không bạn?"
spam,FLASH SALE 3H: Samsung giảm 30%. Số lượng có hạn!
spam,CHÚC MỪNG! Bạn đã trúng XE SH MODE trị giá 1000000đ. Liên hệ 0953356674 để nhận quà!
spam,CHÚC MỪNG! Bạn đã trúng IPAD PRO M2 trị giá 10000000đ. Liên hệ 0921934850 để nhận quà!
spam,VAY ONLINE: Lãi suất chỉ 5%/tháng. Đăng ký: app.loan.online
ham,Họp dự án B chuyển sang 20h15 nhé. Nhớ mang presentation.
spam,ƯU ĐÃI LỚN: Mua iPad chỉ với 50000000trđ tại my.deal.net. Mã: SALE493
spam,VAY ONLINE: Lãi suất chỉ 3%/tháng. Đăng ký: app.loan.online
spam,KHÁM PHÁ: Đầu tư Forex sinh lời 45%. CT: m.secure.com
ham,Mai 4h38 mình học nhóm môn Lập trình nhé?
spam,SIÊU SALE: Thanh toán qua Banking giảm thêm 65%!
spam,CẢNH BÁO: Internet Banking của bạn có dấu hiệu bất thường. Kiểm tra: app.secure.xyz
spam,BẠN ĐÃ TRÚNG! LAPTOP GAMING trị giá 10000000đ từ Lazada. Xác nhận tại: www.claim-prize.vn
spam,SIÊU SALE: Thanh toán qua MoMo giảm thêm 50%!
spam,CẢNH BÁO: Tài khoản của bạn có dấu hiệu bất thường. Kiểm tra: www.secure.xyz
spam,KHUYẾN MÃI: phụ kiện giảm 70%. Áp dụng mã SALE455!
spam,SIÊU SALE: Thanh toán qua MoMo giảm thêm 20%!
spam,SALE SỐC: Giảm đến 80% phụ kiện. Truy cập my.deal.net ngay!
spam,TIN VUI! SIM của bạn trúng thưởng SAMSUNG S23. Gọi 0908047879 trong vòng 45h để nhận!
ham,9h sáng mình hẹn nhau ở trung tâm nhé.
spam,"CẦN TIỀN GẤP? Vay đến 50000000đ, không thế chấp. Gọi: 0977404381"
spam,KHÁM PHÁ: Đầu tư Forex sinh lời 45%. CT: app.loan.online
spam,KHÁM PHÁ: Đầu tư Dogecoin sinh lời 188%. CT: m.invest.vn
ham,Chiều nay 8h mình gặp tại văn phòng được không?
ham,Bạn có presentation không? Mình đang cần học nhóm.
spam,SALE SỐC: Giảm đến 54% thời trang. Truy cập www.shop.net ngay!
spam,ƯU ĐÃI LỚN: Mua máy giặt chỉ với 50000000trđ tại www.invest.asia. Mã: SALE302
spam,KHÁM PHÁ: Đầu tư Dogecoin sinh lời 35%. CT: app.shop.online
spam,HỖ TRỢ VAY VỐN: Duyệt tự động qua app. Tải ngay: app.shop.online
spam,ƯU ĐÃI LỚN: Mua iPad chỉ với 20000000trđ tại app.shop.online. Mã: SALE263
spam,"CẦN TIỀN GẤP? Vay đến 5000000đ, không thế chấp. Gọi: 0916025829"
spam,HOT DEAL: Giảm 78% tại Sendo. Mã: SALE820. Hết hạn trong 30h!
spam,HOT DEAL: Giảm 36% tại Shopee. Mã: SALE955. Hết hạn trong 14h!
spam,SIÊU SALE: Thanh toán qua Banking giảm thêm 35%!
spam,HỖ TRỢ VAY VỐN: Duyệt tự động qua app. Tải ngay: www.shop.com
ham,Họp dự án A chuyển sang 13h nhé. Nhớ mang laptop.
spam,KHÁM PHÁ: Đầu tư Ethereum sinh lời 35%. CT: app.loan.online
spam,TIN VUI! SIM của bạn trúng thưởng ĐỒNG HỒ APPLE WATCH. Gọi 0933247525 trong vòng 41h để nhận!
spam,KHÓA HỌC ĐẦU TƯ Crypto chỉ 5000000kđ. Đăng ký: app.loan.online
ham,Họp product launch chuyển sang 3h16 nhé. Nhớ mang presentation.
spam,BẠN ĐÃ TRÚNG! IPAD PRO M2 trị giá 500000đ từ Viettel. Xác nhận tại: my.claim-prize.vn
ham,Hôm nay 8h mình đi gym nhé. Gặp ở công viên.
spam,"CẦN TIỀN GẤP? Vay đến 1000000đ, không thế chấp. Gọi: 0923070617"
spam,THÔNG BÁO: Tài khoản cần cập nhật thông tin. Truy cập: app.shop.online
spam,KHÓA HỌC ĐẦU TƯ FOREX chỉ 455kđ. Đăng ký: vn.invest.asia
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 24h. LH: app.shop.online"
spam,BẠN ĐÃ TRÚNG! TV SONY 8K trị giá 500000đ từ Shopee. Xác nhận tại: app.loan.online
ham,"Bạn ơi, bạn có presentation không? làm bài tập ạ."
ham,Họp chiến dịch mới chuyển sang 9h sáng nhé. Nhớ mang tài liệu.
spam,GIẢM GIÁ 35%: Samsung. Click ngay: www.shop.com
spam,CƠ HỘI ĐẦU TƯ: Lợi nhuận 84%/tháng. Tìm hiểu: my.invest.vn
spam,XIN CHÚC MỪNG! Bạn được chọn nhận MACBOOK PRO M3. Xác nhận ngay: vn.claim-prize.com
spam,SALE SỐC: Giảm đến 35% gia dụng. Truy cập my.deal.net ngay!
spam,CHÚC MỪNG! Bạn đã trúng SAMSUNG S23 trị giá 50000000đ. Liên hệ 0908763575 để nhận quà!
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: www.secure.net
spam,THÔNG BÁO: Tài khoản cần cập nhật thông tin. Truy cập: vn.claim-prize.net
spam,KHẨN: Tài khoản Tài khoản của bạn sắp bị khóa. Xác minh tại: vn.secure.online
spam,KHÁM PHÁ: Đầu tư Dogecoin sinh lời 70%. CT: m.secure.com
spam,ƯU ĐÃI LỚN: Mua laptop chỉ với 1000000trđ tại m.secure.com. Mã: SALE314
ham,Họp dự án A chuyển sang 11h nhé. Nhớ mang laptop.
spam,CẢNH BÁO: Ví điện tử của bạn có dấu hiệu bất thường. Kiểm tra: vn.secure.xyz
spam,BẠN ĐÃ TRÚNG! TV SONY 4K trị giá 5000000đ từ Lazada. Xác nhận tại: www.claim-prize.online
ham,"Bạn ơi, bạn có số liệu không? nghiên cứu ạ."
spam,"CẦN TIỀN GẤP? Vay đến 20000000đ, không thế chấp. Gọi: 0963954222"
spam,BÍ QUYẾT KIẾM 500000đ/NGÀY từ Crypto. Tham gia ngay: www.invest.asia
spam,BẠN ĐÃ TRÚNG! IPHONE 15 PRO MAX trị giá 2000000đ từ Tiki. Xác nhận tại: my.deal.net
ham,Họp kế hoạch quý chuyển sang 8h nhé. Nhớ mang báo cáo.
spam,KHÓA HỌC ĐẦU TƯ FOREX chỉ 494kđ. Đăng ký: www.invest.vn
spam,TIN VUI! SIM của bạn trúng thưởng ĐỒNG HỒ APPLE WATCH. Gọi 0945758224 trong vòng 38h để nhận!
spam,SALE SỐC: Giảm đến 51% thời trang. Truy cập www.shop.com ngay!
spam,KHÁM PHÁ: Đầu tư Bitcoin sinh lời 55%. CT: www.shop.com
spam,HOT DEAL: Giảm 69% tại Sendo. Mã: SALE788. Hết hạn trong 5h!
spam,SALE SỐC: Giảm đến 69% điện tử. Truy cập www.shop.online ngay!
ham,"Bạn ơi, bạn có bản vẽ không? nghiên cứu ạ."
spam,CHÚC MỪNG! Bạn đã trúng XE MÁY HONDA trị giá 5000000đ. Liên hệ 0904256419 để nhận quà!
ham,Mai 11h17 mình học nhóm môn Hóa nhé?
spam,KHÁM PHÁ: Đầu tư BNB sinh lời 60%. CT: app.shop.online
spam,XIN CHÚC MỪNG! Bạn được chọn nhận XE SH MODE. Xác nhận ngay: www.shop.com
spam,BÍ QUYẾT KIẾM 10000000đ/NGÀY từ Ethereum. Tham gia ngay: www.shop.com
spam,CHÚC MỪNG! Bạn đã trúng XE MÁY HONDA trị giá 20000000đ. Liên hệ 0903110861 để nhận quà!
spam,KHUYẾN MÃI: mỹ phẩm giảm 50%. Áp dụng mã SALE452!
spam,ƯU ĐÃI LỚN: Mua laptop chỉ với 1000000trđ tại my.deal.net. Mã: SALE271
spam,VAY ONLINE: Lãi suất chỉ 0.5%/tháng. Đăng ký: vn.claim-prize.net
spam,FLASH SALE 6H: máy giặt giảm 45%. Số lượng có hạn!
spam,KHÓA HỌC ĐẦU TƯ FOREX chỉ 398kđ. Đăng ký: www.invest.xyz
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: vn.secure.com
spam,CHÚC MỪNG! Bạn đã trúng MACBOOK PRO M3 trị giá 2000000đ. Liên hệ 0991826950 để nhận quà!
spam,"CẦN TIỀN GẤP? Vay đến 5000000đ, không thế chấp. Gọi: 0941001241"
spam,HOT DEAL: Giảm 54% tại Sendo. Mã: SALE487. Hết hạn trong 20h!
spam,SIÊU SALE: Thanh toán qua ZaloPay giảm thêm 40%!
spam,ƯU ĐÃI LỚN: Mua máy giặt chỉ với 9trđ tại www.shop.vn. Mã: SALE899
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: vn.claim-prize.net
spam,TIN VUI! SIM của bạn trúng thưởng IPHONE 15 PRO MAX. Gọi 0966615359 trong vòng 9h để nhận!
spam,FLASH SALE 25H: iPhone giảm 35%. Số lượng có hạn!
spam,ƯU ĐÃI LỚN: Mua điện thoại chỉ với 8trđ tại www.shop.net. Mã: SALE131
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: www.invest.asia
spam,"CẦN TIỀN GẤP? Vay đến 500000đ, không thế chấp. Gọi: 0995518526"
ham,Cuộc họp kế hoạch quý lùi sang 10h30. Đừng quên báo cáo.
spam,KHÁM PHÁ: Đầu tư Ethereum sinh lời 96%. CT: m.invest.vn
spam,BẠN ĐÃ TRÚNG! IPHONE 15 PRO MAX trị giá 1000000đ từ Viettel. Xác nhận tại: app.claim-prize.asia
ham,Buổi họp dự án A sang 8h. Mang theo presentation nhé.
ham,Chiều nay 10h30 mình gặp tại coffee shop được không?
spam,BẠN ĐÃ TRÚNG! IPHONE 15 PRO MAX trị giá 1000000đ từ Tiki. Xác nhận tại: m.secure.com
spam,CHÚC MỪNG! Bạn đã trúng XE SH MODE trị giá 500000đ. Liên hệ 0941669725 để nhận quà!
spam,CẢNH BÁO: Tài khoản của bạn có dấu hiệu bất thường. Kiểm tra: www.invest.asia
spam,BẠN ĐÃ TRÚNG! ĐỒNG HỒ APPLE WATCH trị giá 1000000đ từ FPT. Xác nhận tại: www.shop.com
ham,Chiều nay 8h mình gặp tại công viên được không?
spam,XIN CHÚC MỪNG! Bạn được chọn nhận IPAD PRO M2. Xác nhận ngay: www.shop.com
spam,TIN VUI! SIM của bạn trúng thưởng LAPTOP GAMING. Gọi 0902110179 trong vòng 3h để nhận!
spam,KHUYẾN MÃI: mỹ phẩm giảm 60%. Áp dụng mã SALE509!
ham,Mình cần hỗ trợ với presentation. Bạn có thể giúp không?
spam,GIẢM GIÁ 60%: laptop. Click ngay: vn.claim-prize.net
ham,Mới đi dạo xong. Hôm nay trời đẹp lắm!
spam,"CẦN TIỀN GẤP? Vay đến 2000000đ, không thế chấp. Gọi: 0931216148"
spam,ƯU ĐÃI LỚN: Mua iPad chỉ với 42trđ tại app.shop.xyz. Mã: SALE717
ham,Meeting review dời lại 9h sáng. Nhớ chuẩn bị laptop.
spam,SALE SỐC: Giảm đến 65% phụ kiện. Truy cập www.invest.asia ngay!
spam,FLASH SALE 1H: iPhone giảm 49%. Số lượng có hạn!
spam,KHẨN: Tài khoản Tài khoản của bạn sắp bị khóa. Xác minh tại: www.shop.com
spam,BÍ QUYẾT KIẾM 5000000đ/NGÀY từ Dogecoin. Tham gia ngay: vn.claim-prize.net
spam,VAY ONLINE: Lãi suất chỉ 2%/tháng. Đăng ký: vn.claim-prize.net
spam,SIÊU SALE: Thanh toán qua VNPay giảm thêm 30%!
spam,XIN CHÚC MỪNG! Bạn được chọn nhận XE SH MODE. Xác nhận ngay: my.claim-prize.asia
spam,SALE SỐC: Giảm đến 45% gia dụng. Truy cập app.loan.online ngay!
spam,KHUYẾN MÃI: thời trang giảm 45%. Áp dụng mã SALE821!
spam,VAY ONLINE: Lãi suất chỉ 3%/tháng. Đăng ký: app.shop.online
spam,BÍ QUYẾT KIẾM 20000000đ/NGÀY từ Ethereum. Tham gia ngay: vn.claim-prize.net
spam,THÔNG BÁO: Ví điện tử cần cập nhật thông tin. Truy cập: vn.claim-prize.net
spam,HỖ TRỢ VAY VỐN: Duyệt tự động qua app. Tải ngay: my.deal.net
ham,Mai 6h22 mình học nhóm môn Toán nhé?
spam,SALE SỐC: Giảm đến 37% gia dụng. Truy cập www.shop.net ngay!
spam,KHÁM PHÁ: Đầu tư Forex sinh lời 50%. CT: www.shop.com
spam,CHÚC MỪNG! Bạn đã trúng IPHONE 14 trị giá 500000đ. Liên hệ 0904168186 để nhận quà!
ham,8h mình hẹn nhau ở thư viện nhé.
spam,THÔNG BÁO KHẨN: Internet Banking cần xác minh gấp. Truy cập: m.secure.vn
spam,"CẦN TIỀN GẤP? Vay đến 1000000đ, không thế chấp. Gọi: 0955129564"
spam,"CẦN TIỀN GẤP? Vay đến 20000000đ, không thế chấp. Gọi: 0934770978"
spam,HỌC TRADE COIN MIỄN PHÍ. Đăng ký: www.invest.xyz. Số lượng có hạn!
ham,Hôm nay mình học bài. Bạn tham gia không?
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: vn.secure.xyz
ham,Dạo này bận quá. Bạn có muốn đi chơi không?
ham,"Mình cần presentation, bạn có không? Để làm bài tập."
spam,ƯU ĐÃI LỚN: Mua iPad chỉ với 9trđ tại m.shop.com. Mã: SALE823
ham,Bạn có biết chỗ nào bán máy ảnh tốt không? Mình đang cần.
ham,Team mình họp online lúc 5h27 nhé. Link meet: meet.google.com/livhtwrpzj
spam,BẠN ĐÃ TRÚNG! SAMSUNG S23 trị giá 1000000đ từ Lazada. Xác nhận tại: www.claim-prize.com
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 9h. LH: app.loan.com"
spam,FLASH SALE 7H: iPad giảm 84%. Số lượng có hạn!
spam,KHUYẾN MÃI: phụ kiện giảm 70%. Áp dụng mã SALE447!
ham,"A ơi, lâu rồi không gặp. Gặp lại sớm nhé!"
spam,"CẦN TIỀN GẤP? Vay đến 10000000đ, không thế chấp. Gọi: 0947783101"
spam,SALE SỐC: Giảm đến 30% phụ kiện. Truy cập m.secure.com ngay!
spam,CẢNH BÁO BẢO MẬT: Internet Banking của bạn đang gặp rủi ro. Xác thực ngay: app.secure.online
spam,CHÚC MỪNG! Bạn đã trúng MACBOOK PRO M3 trị giá 50000000đ. Liên hệ 0939132901 để nhận quà!
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: m.secure.com
spam,CẢNH BÁO: Internet Banking của bạn có dấu hiệu bất thường. Kiểm tra: www.shop.com
spam,BẠN ĐÃ TRÚNG! LAPTOP GAMING trị giá 1000000đ từ FPT. Xác nhận tại: www.claim-prize.online
spam,TIN VUI! SIM của bạn trúng thưởng XE MÁY HONDA. Gọi 0917869647 trong vòng 6h để nhận!
spam,GIẢM GIÁ 65%: máy giặt. Click ngay: my.deal.net
spam,CẢNH BÁO: Ngân hàng của bạn có dấu hiệu bất thường. Kiểm tra: m.secure.com
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: app.shop.online
spam,CHÚC MỪNG BẠN! Số điện thoại của bạn trúng ĐỒNG HỒ APPLE WATCH. Nhận quà tại: my.claim-prize.online
spam,HỖ TRỢ VAY VỐN: Duyệt tự động qua app. Tải ngay: app.shop.online
spam,FLASH SALE 15H: iPad giảm 40%. Số lượng có hạn!
spam,BẠN ĐÃ TRÚNG! SAMSUNG S23 trị giá 2000000đ từ Viettel. Xác nhận tại: www.claim-prize.vn
ham,Họp chiến dịch mới chuyển sang 10h nhé. Nhớ mang số liệu.
spam,VAY ONLINE: Lãi suất chỉ 5%/tháng. Đăng ký: m.secure.com
spam,TIN VUI! SIM của bạn trúng thưởng ĐỒNG HỒ APPLE WATCH. Gọi 0906897151 trong vòng 12h để nhận!
spam,HOT DEAL: Giảm 30% tại Lazada. Mã: SALE147. Hết hạn trong 12h!
spam,KHÁM PHÁ: Đầu tư Crypto sinh lời 50%. CT: www.invest.asia
spam,KHÓA HỌC ĐẦU TƯ Bitcoin chỉ 1000000kđ. Đăng ký: www.invest.asia
spam,QUAN TRỌNG: Phát hiện đăng nhập lạ vào SIM. Kiểm tra: my.secure.com
ham,"Bạn ơi, 20h14 mình gặp nhau quán quen được không?"
spam,ƯU ĐÃI LỚN: Mua iPad chỉ với 1000000trđ tại vn.claim-prize.net. Mã: SALE962
spam,BẠN ĐÃ TRÚNG! XE MÁY HONDA trị giá 500000đ từ FPT. Xác nhận tại: www.claim-prize.vn
spam,XIN CHÚC MỪNG! Bạn được chọn nhận MACBOOK PRO M3. Xác nhận ngay: my.claim-prize.com
spam,THÔNG BÁO: Tài khoản cần cập nhật thông tin. Truy cập: app.shop.online
spam,KHUYẾN MÃI: thời trang giảm 45%. Áp dụng mã SALE912!
spam,BÍ QUYẾT KIẾM 20000000đ/NGÀY từ Crypto. Tham gia ngay: www.invest.asia
spam,KHÓA HỌC ĐẦU TƯ Bitcoin chỉ 2000000kđ. Đăng ký: www.invest.asia
spam,HỌC TRADE Dogecoin MIỄN PHÍ. Đăng ký: www.invest.asia. Số lượng có hạn!
ham,"A ơi, 16h45 mình đi ăn tại trung tâm không?"
spam,THÔNG BÁO: Internet Banking cần cập nhật thông tin. Truy cập: my.deal.net
spam,SIÊU SALE: Thanh toán qua ZaloPay giảm thêm 80%!
spam,VAY ONLINE: Lãi suất chỉ 0.5%/tháng. Đăng ký: www.invest.asia
spam,HOT DEAL: Giảm 55% tại Lazada. Mã: SALE698. Hết hạn trong 25h!
spam,XIN CHÚC MỪNG! Bạn được chọn nhận IPAD PRO M2. Xác nhận ngay: www.shop.com
spam,CHÚC MỪNG! Bạn đã trúng IPAD PRO M2 trị giá 500000đ. Liên hệ 0905847994 để nhận quà!
spam,TIN VUI! SIM của bạn trúng thưởng MACBOOK PRO M3. Gọi 0909803725 trong vòng 9h để nhận!
ham,Mình vừa học bài xong. Hôm nay không khí mát mẻ!
ham,Bạn có bản vẽ không? Mình đang cần chuẩn bị thi.
spam,BÍ QUYẾT KIẾM 10000000đ/NGÀY từ Crypto. Tham gia ngay: vn.invest.xyz
spam,CƠ HỘI ĐẦU TƯ: Lợi nhuận 122%/tháng. Tìm hiểu: app.invest.xyz
ham,"Bạn ơi, bạn có tài liệu không? nghiên cứu ạ."
spam,KHÁM PHÁ: Đầu tư Crypto sinh lời 55%. CT: app.shop.online
spam,CƠ HỘI ĐẦU TƯ: Lợi nhuận 64%/tháng. Tìm hiểu: my.invest.online
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 12h. LH: app.shop.online"
ham,"Bạn ơi, bạn có presentation không? làm bài tập ạ."
spam,CHÚC MỪNG! Bạn đã trúng TV SONY 4K trị giá 2000000đ. Liên hệ 0901006834 để nhận quà!
spam,BÍ QUYẾT KIẾM 1000000đ/NGÀY từ BNB. Tham gia ngay: www.shop.com
spam,ƯU ĐÃI LỚN: Mua MacBook chỉ với 20trđ tại app.shop.online. Mã: SALE795
spam,KHUYẾN MÃI: phụ kiện giảm 65%. Áp dụng mã SALE334!
spam,FLASH SALE 25H: điện thoại giảm 30%. Số lượng có hạn!
ham,Mới đi gym xong. Mệt quá!
spam,SIÊU SALE: Thanh toán qua ZaloPay giảm thêm 15%!
ham,14h mình hẹn nhau ở quán quen nhé.
spam,BÍ QUYẾT KIẾM 2000000đ/NGÀY từ Ethereum. Tham gia ngay: app.loan.online
ham,Tối nay 16h0 mình đi ăn nhé. văn phòng như mọi khi.
spam,CẢNH BÁO: Tài khoản của bạn có dấu hiệu bất thường. Kiểm tra: my.deal.net
spam,KHUYẾN MÃI: mỹ phẩm giảm 70%. Áp dụng mã SALE343!
spam,TIN VUI! SIM của bạn trúng thưởng XE MÁY HONDA. Gọi 0909387341 trong vòng 14h để nhận!
spam,SALE SỐC: Giảm đến 40% mỹ phẩm. Truy cập www.shop.online ngay!
ham,"Bạn ơi, lâu rồi không gặp. Hẹn gặp cuối tuần nhé!"
spam,TIN VUI! SIM của bạn trúng thưởng XE MÁY HONDA. Gọi 0913796345 trong vòng 25h để nhận!
ham,Hẹn gặp 9h sáng ở coffee shop nhé Bạn ơi.
spam,FLASH SALE 25H: điện thoại giảm 30%. Số lượng có hạn!
ham,"Bạn ơi, bạn có số liệu không? tham khảo ạ."
spam,KHÓA HỌC ĐẦU TƯ Forex chỉ 20000000kđ. Đăng ký: vn.claim-prize.net
spam,SIÊU SALE: Thanh toán qua Banking giảm thêm 45%!
spam,"CẦN TIỀN GẤP? Vay đến 20000000đ, không thế chấp. Gọi: 0923029424"
spam,HỖ TRỢ VAY VỐN: Duyệt tự động qua app. Tải ngay: app.loan.online
spam,"CẦN TIỀN GẤP? Vay đến 500000đ, không thế chấp. Gọi: 0972004228"
spam,KHUYẾN MÃI: điện tử giảm 45%. Áp dụng mã SALE435!
ham,Mình cần góp ý với báo cáo. Bạn có thể giúp không?
ham,Cuộc họp review lùi sang 15h20. Đừng quên presentation.
spam,VAY ONLINE: Lãi suất chỉ 5%/tháng. Đăng ký: app.shop.online
ham,"Mình cần laptop, bạn có không? Để chuẩn bị thi."
spam,XIN CHÚC MỪNG! Bạn được chọn nhận SAMSUNG S23. Xác nhận ngay: m.secure.com
spam,KHÁM PHÁ: Đầu tư Crypto sinh lời 45%. CT: app.shop.online
spam,HOT DEAL: Giảm 35% tại Shopee. Mã: SALE942. Hết hạn trong 3h!
spam,SALE SỐC: Giảm đến 80% gia dụng. Truy cập www.shop.vn ngay!
ham,Họp dự án B chuyển sang 21h38 nhé. Nhớ mang tài liệu.
spam,SALE SỐC: Giảm đến 64% gia dụng. Truy cập www.shop.net ngay!
spam,TIN VUI! SIM của bạn trúng thưởng XE MÁY HONDA. Gọi 0909199832 trong vòng 48h để nhận!
spam,ƯU ĐÃI LỚN: Mua điện thoại chỉ với 3trđ tại www.shop.online. Mã: SALE479
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 6h. LH: www.shop.com"
spam,CHÚC MỪNG BẠN! Số điện thoại của bạn trúng MACBOOK PRO M3. Nhận quà tại: my.claim-prize.online
spam,CHÚC MỪNG! Bạn đã trúng MACBOOK PRO M3 trị giá 50000000đ. Liên hệ 0999167705 để nhận quà!
spam,BẠN ĐÃ TRÚNG! XE MÁY HONDA trị giá 20000000đ từ FPT. Xác nhận tại: www.invest.asia
spam,THÔNG BÁO: Ngân hàng cần cập nhật thông tin. Truy cập: app.shop.online
spam,THÔNG BÁO: Ví điện tử cần cập nhật thông tin. Truy cập: www.shop.com
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 24h. LH: app.shop.online"
ham,Deadline product launch là khi nào? Mình cần chuẩn bị số liệu.
spam,SALE SỐC: Giảm đến 78% điện tử. Truy cập www.shop.online ngay!
spam,HOT DEAL: Giảm 45% tại Sendo. Mã: SALE431. Hết hạn trong 25h!
spam,XIN CHÚC MỪNG! Bạn được chọn nhận SAMSUNG S23. Xác nhận ngay: my.deal.net
spam,CHÚC MỪNG! Bạn đã trúng SAMSUNG S24 ULTRA trị giá 2000000đ. Liên hệ 0992973090 để nhận quà!
spam,SIÊU SALE: Thanh toán qua VNPay giảm thêm 6%!
spam,XIN CHÚC MỪNG! Bạn được chọn nhận MACBOOK PRO M3. Xác nhận ngay: app.claim-prize.vn
spam,BẠN ĐÃ TRÚNG! XE SH MODE trị giá 20000000đ từ Tiki. Xác nhận tại: www.shop.com
ham,Hẹn gặp 2 giờ chiều ở văn phòng nhé Hi.
spam,CHÚC MỪNG! Bạn đã trúng XE MÁY HONDA trị giá 10000000đ. Liên hệ 0905755420 để nhận quà!
ham,"A ơi, lâu rồi không gặp. Gặp lại sớm nhé!"
spam,HỖ TRỢ VAY VỐN: Duyệt tự động qua app. Tải ngay: app.loan.online
spam,SALE SỐC: Giảm đến 48% mỹ phẩm. Truy cập www.shop.net ngay!
ham,Cuộc họp dự án B lùi sang 16h45. Đừng quên laptop.
spam,ƯU ĐÃI LỚN: Mua laptop chỉ với 16trđ tại www.shop.net. Mã: SALE209
spam,THÔNG BÁO KHẨN: SIM cần xác minh gấp. Truy cập: www.secure.com
spam,CHÚC MỪNG! Bạn đã trúng LAPTOP GAMING trị giá 20000000đ. Liên hệ 0905959262 để nhận quà!
ham,"Bạn ơi, bạn có báo cáo không? chuẩn bị thi ạ."
ham,Mình tìm nhóm làm project nhóm môn Lập trình. Bạn có muốn join không?
ham,Tối nay 12h mình đi café nhé. quán quen như mọi khi.
spam,SALE SỐC: Giảm đến 45% mỹ phẩm. Truy cập m.secure.com ngay!
spam,ƯU ĐÃI LỚN: Mua iPhone chỉ với 50000000trđ tại m.secure.com. Mã: SALE614
spam,"VAY NHANH: Duyệt trong 21h, lãi suất 4%. LH: 0927583714"
spam,CHÚC MỪNG BẠN! Số điện thoại của bạn trúng ĐỒNG HỒ APPLE WATCH. Nhận quà tại: my.claim-prize.vn
ham,15h20 mình hẹn nhau ở quán quen nhé.
ham,Hôm nay 15h20 mình xem phim nhé. Gặp ở thư viện.
spam,BẠN ĐÃ TRÚNG! XE MÁY HONDA trị giá 50000000đ từ Viettel. Xác nhận tại: m.secure.com
spam,TIN VUI! SIM của bạn trúng thưởng SAMSUNG S23. Gọi 0907518851 trong vòng 12h để nhận!
ham,Cuộc họp dự án B lùi sang 8h. Đừng quên số liệu.
spam,"VAY TIỀN NHANH: Chỉ cần CMND, giải ngân sau 6h. LH: www.shop.com"
spam,XIN CHÚC MỪNG! Bạn được chọn nhận MACBOOK PRO M3. Xác nhận ngay: vn.claim-prize.vn
spam,KHẨN: Tài khoản Ngân hàng của bạn sắp bị khóa. Xác minh tại: www.shop.com
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: vn.claim-prize.net
ham,Mình mới mua smart watch mới. Cuối tuần qua xem nhé!
spam,KHẨN: Tài khoản Ngân hàng của bạn sắp bị khóa. Xác minh tại: www.shop.com
ham,Họp dự án B chuyển sang 13h42 nhé. Nhớ mang laptop.
spam,HỌC TRADE Dogecoin MIỄN PHÍ. Đăng ký: www.shop.com. Số lượng có hạn!
spam,BẠN ĐÃ TRÚNG! LAPTOP GAMING trị giá 2000000đ từ Viettel. Xác nhận tại: www.claim-prize.vn
spam,KHẨN: Tài khoản Internet Banking của bạn sắp bị khóa. Xác minh tại: www.secure.com
spam,BẠN ĐÃ TRÚNG! XE MÁY HONDA trị giá 50000000đ từ Viettel. Xác nhận tại: app.shop.online
spam,"CẦN TIỀN GẤP? Vay đến 50000000đ, không thế chấp. Gọi: 0995216437"
spam,ƯU ĐÃI LỚN: Mua laptop chỉ với 4trđ tại www.shop.online. Mã: SALE987
spam,CẢNH BÁO: Ngân hàng của bạn có dấu hiệu bất thường. Kiểm tra: my.deal.net
spam,ƯU ĐÃI LỚN: Mua laptop chỉ với 1000000trđ tại m.secure.com. Mã: SALE806
spam,TIN VUI! SIM của bạn trúng thưởng IPHONE 14. Gọi 0907690233 trong vòng 27h để nhận!
ham,Cuộc họp kế hoạch quý lùi sang 14h. Đừng quên báo cáo.
ham,"Bạn ơi, bạn có bản vẽ không? học nhóm ạ."
ham,Hôm nay 3h mình học bài nhé. Gặp ở coffee shop.
spam,BÍ QUYẾT KIẾM 5000000đ/NGÀY từ BNB. Tham gia ngay: www.shop.com
spam,CHÚC MỪNG! Bạn đã trúng SAMSUNG S23 trị giá 10000000đ. Liên hệ 0905707839 để nhận quà!
